name,starting_price,winner_bid,timestamp
Correa,350.0,2000,2020-11-21 12:42:09
CATALYST,300.0,350,2020-11-21 12:42:09
CATALYST,350.0,400,2020-11-21 12:42:09
CATALYST,300.0,400,2020-11-21 12:42:09
CATALYST,350.0,400,2020-11-21 12:42:09
SHADOW,2900.0,3000,2020-11-21 12:42:09
SHADOW,2900.0,3100,2020-11-21 12:42:09
SHADOW,2900.0,3200,2020-11-21 12:42:09
SHADOW,2900.0,3000,2020-11-21 12:42:09
SHADOW,3100.0,3300,2020-11-21 12:42:09
Nilsen,400.0,3000,2020-11-21 15:41:29
Borges Rodrigues,350.0,350,2020-11-21 15:41:29
Player Contracts,150.0,150,2020-11-21 15:41:29
CATALYST,300.0,400,2020-11-21 15:41:29
CATALYST,350.0,400,2020-11-21 15:41:29
CATALYST,350.0,400,2020-11-21 15:41:29
CATALYST,300.0,350,2020-11-21 15:41:29
CATALYST,350.0,400,2020-11-21 15:41:29
CATALYST,300.0,350,2020-11-21 15:41:29
CATALYST,400.0,450,2020-11-21 15:41:29
CATALYST,400.0,450,2020-11-21 18:40:31
CATALYST,300.0,350,2020-11-21 18:40:31
CATALYST,350.0,400,2020-11-21 18:40:31
CATALYST,450.0,500,2020-11-21 18:40:31
Jiang Zhipeng,400.0,450,2020-11-21 19:15:49
CATALYST,300.0,350,2020-11-21 19:15:49
CATALYST,300.0,350,2020-11-21 19:15:49
CATALYST,350.0,400,2020-11-21 19:15:49
CATALYST,350.0,400,2020-11-22 01:46:10
CATALYST,400.0,500,2020-11-22 01:46:10
De Pauw,400.0,400,2020-11-22 03:29:03
Real Madrid,350.0,5000,2020-11-22 12:14:11
CATALYST,350.0,350,2020-11-22 12:14:11
CATALYST,300.0,400,2020-11-22 15:31:57
CATALYST,400.0,550,2020-11-22 15:31:57
CATALYST,350.0,450,2020-11-22 15:31:57
CATALYST,400.0,600,2020-11-22 15:31:57
CATALYST,350.0,550,2020-11-22 15:31:57
CATALYST,350.0,450,2020-11-22 15:31:57
CATALYST,350.0,400,2020-11-22 16:33:49
CATALYST,350.0,400,2020-11-22 16:33:49
CATALYST,350.0,400,2020-11-22 16:33:49
CATALYST,300.0,300,2020-11-22 21:43:51
CATALYST,350.0,500,2020-11-22 21:43:51
CATALYST,350.0,350,2020-11-22 21:43:51
CATALYST,350.0,450,2020-11-22 21:43:51
CATALYST,450.0,500,2020-11-22 22:12:42
CATALYST,450.0,550,2020-11-22 22:12:42
CATALYST,400.0,450,2020-11-22 22:12:42
CATALYST,450.0,650,2020-11-22 22:12:42
CATALYST,450.0,650,2020-11-22 22:12:42
CATALYST,400.0,500,2020-11-22 22:12:42
CATALYST,400.0,600,2020-11-22 22:12:42
CATALYST,400.0,500,2020-11-23 01:23:48
CATALYST,400.0,600,2020-11-23 01:23:48
CATALYST,400.0,550,2020-11-23 01:23:48
CATALYST,400.0,600,2020-11-23 01:23:48
CATALYST,400.0,450,2020-11-23 01:23:48
CATALYST,350.0,400,2020-11-23 01:23:48
CATALYST,400.0,700,2020-11-23 01:23:48
CATALYST,400.0,650,2020-11-23 10:12:19
CATALYST,450.0,550,2020-11-23 10:12:19
CATALYST,350.0,500,2020-11-23 10:12:19
Koulibaly,37250.0,37250,2020-11-23 14:36:38
Immobile,22000.0,23000,2020-11-23 14:36:38
CATALYST,350.0,350,2020-11-23 14:36:38
CATALYST,300.0,400,2020-11-23 14:36:38
CATALYST,400.0,550,2020-11-23 14:36:38
Neuer,36000.0,36500,2020-11-23 17:09:04
CATALYST,350.0,450,2020-11-23 17:09:04
CATALYST,400.0,600,2020-11-23 17:09:04
CATALYST,350.0,450,2020-11-23 17:09:04
CATALYST,400.0,500,2020-11-23 19:11:53
CATALYST,400.0,550,2020-11-23 20:28:41
CATALYST,350.0,400,2020-11-23 21:46:25
CATALYST,350.0,350,2020-11-23 21:46:25
SHADOW,3000.0,3500,2020-11-23 21:46:25
CATALYST,350.0,350,2020-11-24 00:18:38
CATALYST,350.0,350,2020-11-24 00:18:38
CATALYST,350.0,350,2020-11-24 00:18:38
CATALYST,400.0,450,2020-11-24 00:21:14
CATALYST,400.0,400,2020-11-24 00:21:14
CATALYST,400.0,700,2020-11-24 01:21:57
CATALYST,450.0,500,2020-11-24 01:21:57
CATALYST,350.0,350,2020-11-24 01:23:21
Bruno Fernandes,81000.0,82500,2020-11-24 11:19:54
CATALYST,400.0,500,2020-11-24 11:19:54
Soldado,350.0,350,2020-11-24 13:36:37
CATALYST,450.0,550,2020-11-24 13:36:37
CATALYST,400.0,500,2020-11-24 13:36:37
Rønnow,350.0,400,2020-11-24 15:02:01
ter Stegen,43750.0,45500,2020-11-24 15:40:40
Dybala,29000.0,30000,2020-11-24 15:40:40
CATALYST,400.0,550,2020-11-24 15:54:21
Dybala,29000.0,29500,2020-11-24 17:12:15
Wijnaldum,36000.0,36000,2020-11-24 17:12:15
Kane,27500.0,29500,2020-11-24 19:07:21
CATALYST,400.0,550,2020-11-24 19:07:21
CATALYST,400.0,550,2020-11-24 19:07:21
CATALYST,400.0,550,2020-11-24 19:07:21
CATALYST,400.0,500,2020-11-24 19:07:21
CATALYST,350.0,500,2020-11-24 19:07:21
CATALYST,350.0,350,2020-11-24 19:07:21
CATALYST,350.0,450,2020-11-24 20:07:13
Roberto Firmino,29250.0,29750,2020-11-25 00:35:54
CATALYST,450.0,500,2020-11-25 00:35:54
CATALYST,450.0,450,2020-11-25 00:35:54
CATALYST,350.0,350,2020-11-25 00:35:54
CATALYST,350.0,350,2020-11-25 00:35:54
Martial,59500.0,60500,2020-11-25 02:22:10
CATALYST,400.0,700,2020-11-25 02:39:53
CATALYST,500.0,550,2020-11-25 02:39:53
CATALYST,450.0,600,2020-11-25 02:39:53
CATALYST,400.0,550,2020-11-25 09:42:58
Iličić,5600.0,5800,2020-11-25 10:42:40
CATALYST,350.0,500,2020-11-25 13:03:40
CATALYST,350.0,500,2020-11-25 13:03:40
